nameWithOwner,url,createdAt,stargazerCount,name,updatedAt,primaryLanguage.name,pullRequests.totalCount,releases.totalCount,releases.nodes,open.totalCount,closed.totalCount
sockeqwe/mosby,https://github.com/sockeqwe/mosby,2015-03-25T00:59:19Z,5457,mosby,2021-08-28T11:22:19Z,Java,69,15,"[{""createdAt"":""2015-05-10T01:16:59Z""},{""createdAt"":""2015-04-04T04:18:07Z""},{""createdAt"":""2015-07-12T09:01:41Z""},{""createdAt"":""2015-07-20T21:18:36Z""},{""createdAt"":""2015-08-26T21:52:05Z""},{""createdAt"":""2015-09-01T12:19:17Z""},{""createdAt"":""2015-09-04T16:05:53Z""},{""createdAt"":""2016-02-20T17:44:16Z""},{""createdAt"":""2017-03-11T16:18:40Z""},{""createdAt"":""2017-03-29T20:24:15Z""},{""createdAt"":""2017-03-31T09:06:52Z""},{""createdAt"":""2017-04-20T15:08:30Z""},{""createdAt"":""2017-05-15T08:38:21Z""},{""createdAt"":""2017-11-28T13:33:04Z""},{""createdAt"":""2018-12-17T15:34:24Z""}]",24,239
mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,2012-01-12T11:43:49Z,5444,netty-socketio,2021-09-07T10:37:18Z,Java,67,3,"[{""createdAt"":""2018-02-26T07:56:06Z""},{""createdAt"":""2019-01-11T14:33:49Z""},{""createdAt"":""2020-01-17T06:34:36Z""}]",336,369
dm77/barcodescanner,https://github.com/dm77/barcodescanner,2014-02-24T21:14:09Z,5409,barcodescanner,2021-08-30T17:05:36Z,Java,30,6,"[{""createdAt"":""2017-05-27T22:33:56Z""},{""createdAt"":""2017-07-15T10:08:13Z""},{""createdAt"":""2017-07-29T04:08:28Z""},{""createdAt"":""2017-08-02T04:34:06Z""},{""createdAt"":""2017-08-03T02:09:05Z""},{""createdAt"":""2017-08-19T07:22:50Z""}]",0,462
jgilfelt/SystemBarTint,https://github.com/jgilfelt/SystemBarTint,2013-11-17T12:35:05Z,5402,SystemBarTint,2021-08-31T07:34:07Z,Java,3,3,"[{""createdAt"":""2014-01-03T11:03:59Z""},{""createdAt"":""2014-03-19T04:05:17Z""},{""createdAt"":""2014-04-03T15:07:46Z""}]",0,0
apache/zeppelin,https://github.com/apache/zeppelin,2015-03-25T07:00:06Z,5388,zeppelin,2021-09-07T12:26:21Z,Java,26,0,[],0,0
evant/gradle-retrolambda,https://github.com/evant/gradle-retrolambda,2013-08-05T02:09:58Z,5384,gradle-retrolambda,2021-09-06T14:13:45Z,Java,32,37,"[{""createdAt"":""2014-01-25T01:00:00Z""},{""createdAt"":""2014-02-15T20:33:58Z""},{""createdAt"":""2014-03-03T00:20:04Z""},{""createdAt"":""2014-03-29T21:06:13Z""},{""createdAt"":""2014-05-03T02:44:12Z""},{""createdAt"":""2014-06-23T23:23:19Z""},{""createdAt"":""2014-07-04T19:21:47Z""},{""createdAt"":""2014-07-14T23:30:29Z""},{""createdAt"":""2014-07-26T18:40:29Z""},{""createdAt"":""2014-08-03T15:59:44Z""},{""createdAt"":""2014-08-11T22:41:46Z""},{""createdAt"":""2014-08-17T20:36:00Z""},{""createdAt"":""2014-09-17T05:29:06Z""},{""createdAt"":""2014-09-18T22:54:19Z""},{""createdAt"":""2014-09-21T20:21:51Z""},{""createdAt"":""2014-11-01T20:31:34Z""},{""createdAt"":""2014-12-14T21:28:06Z""},{""createdAt"":""2015-03-31T00:28:54Z""},{""createdAt"":""2015-04-05T19:58:30Z""},{""createdAt"":""2015-05-02T21:14:37Z""},{""createdAt"":""2015-06-27T17:58:11Z""},{""createdAt"":""2015-08-11T01:10:24Z""},{""createdAt"":""2015-08-17T23:43:29Z""},{""createdAt"":""2015-09-16T03:30:05Z""},{""createdAt"":""2015-09-20T19:02:12Z""},{""createdAt"":""2015-10-03T20:52:08Z""},{""createdAt"":""2015-11-19T01:09:10Z""},{""createdAt"":""2016-02-05T05:17:03Z""},{""createdAt"":""2015-11-19T01:31:48Z""},{""createdAt"":""2016-02-05T04:52:38Z""},{""createdAt"":""2016-09-09T02:29:16Z""},{""createdAt"":""2016-10-20T03:22:21Z""},{""createdAt"":""2016-11-19T22:41:40Z""},{""createdAt"":""2017-01-24T02:06:10Z""},{""createdAt"":""2017-03-03T02:30:50Z""},{""createdAt"":""2017-04-22T19:14:47Z""},{""createdAt"":""2017-07-23T20:21:10Z""}]",74,155
lightbend/config,https://github.com/lightbend/config,2011-12-06T08:02:29Z,5378,config,2021-09-07T15:19:53Z,Java,184,0,[],190,289
evernote/android-job,https://github.com/evernote/android-job,2015-08-20T19:36:54Z,5375,android-job,2021-09-06T23:04:16Z,Java,43,31,"[{""createdAt"":""2016-11-09T17:18:00Z""},{""createdAt"":""2017-01-05T13:26:40Z""},{""createdAt"":""2017-01-25T10:32:23Z""},{""createdAt"":""2017-02-13T14:43:17Z""},{""createdAt"":""2017-02-27T20:56:46Z""},{""createdAt"":""2017-03-23T11:14:25Z""},{""createdAt"":""2017-04-10T08:25:50Z""},{""createdAt"":""2017-04-29T19:29:29Z""},{""createdAt"":""2017-06-05T10:39:55Z""},{""createdAt"":""2017-10-05T15:58:19Z""},{""createdAt"":""2017-10-05T16:05:26Z""},{""createdAt"":""2017-11-23T12:34:47Z""},{""createdAt"":""2018-01-13T10:50:55Z""},{""createdAt"":""2018-02-07T18:21:31Z""},{""createdAt"":""2018-02-08T10:58:07Z""},{""createdAt"":""2018-03-19T17:58:11Z""},{""createdAt"":""2018-05-28T01:58:10Z""},{""createdAt"":""2018-05-28T23:57:24Z""},{""createdAt"":""2018-06-10T23:44:10Z""},{""createdAt"":""2018-06-11T19:23:13Z""},{""createdAt"":""2018-07-21T00:13:58Z""},{""createdAt"":""2018-07-23T20:06:10Z""},{""createdAt"":""2018-07-25T04:01:46Z""},{""createdAt"":""2018-09-24T06:00:43Z""},{""createdAt"":""2018-10-21T00:48:12Z""},{""createdAt"":""2018-11-18T22:20:09Z""},{""createdAt"":""2019-03-22T20:03:55Z""},{""createdAt"":""2019-09-29T21:28:49Z""},{""createdAt"":""2019-09-29T21:48:24Z""},{""createdAt"":""2019-09-30T16:13:00Z""},{""createdAt"":""2019-10-09T23:42:35Z""}]",1,534
wxiaoqi/Spring-Cloud-Platform,https://github.com/wxiaoqi/Spring-Cloud-Platform,2017-05-25T10:35:26Z,5342,Spring-Cloud-Platform,2021-09-07T08:07:54Z,Java,5,3,"[{""createdAt"":""2017-09-06T07:31:42Z""},{""createdAt"":""2017-11-25T00:55:58Z""},{""createdAt"":""2020-12-09T11:56:21Z""}]",4,30
haifengl/smile,https://github.com/haifengl/smile,2014-11-20T16:28:12Z,5336,smile,2021-09-07T13:36:06Z,Java,107,22,"[{""createdAt"":""2016-03-17T19:59:50Z""},{""createdAt"":""2016-08-15T21:06:42Z""},{""createdAt"":""2016-11-30T16:35:30Z""},{""createdAt"":""2017-03-07T18:33:45Z""},{""createdAt"":""2017-03-27T12:59:56Z""},{""createdAt"":""2017-05-03T02:41:40Z""},{""createdAt"":""2017-08-06T14:33:59Z""},{""createdAt"":""2017-11-10T03:33:07Z""},{""createdAt"":""2018-02-22T18:14:52Z""},{""createdAt"":""2018-10-15T17:58:24Z""},{""createdAt"":""2019-06-02T02:59:57Z""},{""createdAt"":""2019-11-22T16:05:50Z""},{""createdAt"":""2020-01-29T02:47:05Z""},{""createdAt"":""2020-02-28T20:25:30Z""},{""createdAt"":""2020-03-12T00:21:53Z""},{""createdAt"":""2020-04-01T14:09:27Z""},{""createdAt"":""2020-04-30T19:10:31Z""},{""createdAt"":""2020-07-23T02:42:23Z""},{""createdAt"":""2020-08-17T00:05:30Z""},{""createdAt"":""2020-09-06T15:21:48Z""},{""createdAt"":""2020-09-19T03:29:13Z""},{""createdAt"":""2020-12-05T17:00:23Z""}]",9,511
bytedeco/javacv,https://github.com/bytedeco/javacv,2014-04-21T13:50:26Z,5328,javacv,2021-09-07T20:32:37Z,Java,98,7,"[{""createdAt"":""2019-04-10T14:53:32Z""},{""createdAt"":""2019-07-09T08:43:25Z""},{""createdAt"":""2019-11-05T07:26:25Z""},{""createdAt"":""2020-04-14T02:40:07Z""},{""createdAt"":""2020-09-09T06:18:36Z""},{""createdAt"":""2021-03-08T03:25:51Z""},{""createdAt"":""2021-08-02T05:31:25Z""}]",209,1348
springfox/springfox,https://github.com/springfox/springfox,2012-05-06T06:38:57Z,5327,springfox,2021-09-07T09:39:57Z,Java,279,12,"[{""createdAt"":""2015-08-15T14:46:04Z""},{""createdAt"":""2015-12-05T01:51:17Z""},{""createdAt"":""2016-01-04T02:52:32Z""},{""createdAt"":""2016-03-03T01:34:04Z""},{""createdAt"":""2016-06-07T00:05:10Z""},{""createdAt"":""2016-10-04T03:42:30Z""},{""createdAt"":""2016-11-07T01:08:48Z""},{""createdAt"":""2017-05-21T03:13:30Z""},{""createdAt"":""2018-01-14T22:17:02Z""},{""createdAt"":""2018-04-25T04:11:19Z""},{""createdAt"":""2018-06-23T23:25:14Z""},{""createdAt"":""2020-07-14T03:17:57Z""}]",287,3086
languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,2013-08-08T16:37:22Z,5326,languagetool,2021-09-07T21:58:20Z,Java,1361,0,[],1319,2527
debezium/debezium,https://github.com/debezium/debezium,2016-01-22T20:17:05Z,5324,debezium,2021-09-07T18:43:48Z,Java,2099,0,[],0,0
robolectric/robolectric,https://github.com/robolectric/robolectric,2010-08-28T00:28:25Z,5315,robolectric,2021-09-07T15:54:04Z,Java,2996,75,"[{""createdAt"":""2013-10-07T17:33:37Z""},{""createdAt"":""2013-05-29T20:22:39Z""},{""createdAt"":""2014-05-19T22:30:39Z""},{""createdAt"":""2014-11-07T17:46:01Z""},{""createdAt"":""2013-05-15T01:13:20Z""},{""createdAt"":""2015-07-07T19:37:08Z""},{""createdAt"":""2016-06-06T19:44:35Z""},{""createdAt"":""2017-01-05T04:13:28Z""},{""createdAt"":""2016-10-25T22:36:40Z""},{""createdAt"":""2016-07-28T18:10:18Z""},{""createdAt"":""2016-07-11T23:54:11Z""},{""createdAt"":""2016-10-31T17:31:50Z""},{""createdAt"":""2016-12-29T21:19:50Z""},{""createdAt"":""2017-01-06T23:02:49Z""},{""createdAt"":""2017-01-11T22:52:04Z""},{""createdAt"":""2017-03-03T00:34:56Z""},{""createdAt"":""2017-03-09T01:39:09Z""},{""createdAt"":""2017-03-28T22:47:24Z""},{""createdAt"":""2017-05-16T00:27:54Z""},{""createdAt"":""2017-05-17T20:46:42Z""},{""createdAt"":""2017-06-29T23:33:07Z""},{""createdAt"":""2017-07-17T22:08:57Z""},{""createdAt"":""2017-07-21T19:45:36Z""},{""createdAt"":""2017-07-27T21:45:58Z""},{""createdAt"":""2017-08-04T00:08:40Z""},{""createdAt"":""2017-08-04T02:33:56Z""},{""createdAt"":""2017-10-20T23:23:47Z""},{""createdAt"":""2017-11-18T01:36:40Z""},{""createdAt"":""2017-10-27T23:18:46Z""},{""createdAt"":""2017-12-18T20:35:21Z""},{""createdAt"":""2017-12-19T20:49:50Z""},{""createdAt"":""2018-02-08T23:45:05Z""},{""createdAt"":""2018-02-15T00:07:35Z""},{""createdAt"":""2018-03-16T19:09:25Z""},{""createdAt"":""2018-05-09T17:58:29Z""},{""createdAt"":""2018-05-14T22:07:11Z""},{""createdAt"":""2018-07-20T17:53:21Z""},{""createdAt"":""2018-10-05T20:40:20Z""},{""createdAt"":""2018-10-23T16:47:16Z""},{""createdAt"":""2018-10-25T02:06:39Z""},{""createdAt"":""2018-10-25T19:27:28Z""},{""createdAt"":""2018-10-31T21:09:18Z""},{""createdAt"":""2018-11-10T00:18:50Z""},{""createdAt"":""2018-11-30T21:30:00Z""},{""createdAt"":""2018-12-07T18:28:26Z""},{""createdAt"":""2018-12-07T19:51:10Z""},{""createdAt"":""2018-12-12T23:08:13Z""},{""createdAt"":""2019-01-24T23:18:49Z""},{""createdAt"":""2019-02-01T02:01:17Z""},{""createdAt"":""2019-02-06T21:27:17Z""},{""createdAt"":""2019-02-14T19:49:45Z""},{""createdAt"":""2019-03-15T22:27:17Z""},{""createdAt"":""2019-03-15T23:20:42Z""},{""createdAt"":""2019-04-04T22:21:16Z""},{""createdAt"":""2019-05-01T18:13:19Z""},{""createdAt"":""2019-05-06T21:06:40Z""},{""createdAt"":""2019-05-30T17:04:15Z""},{""createdAt"":""2019-10-11T20:06:04Z""},{""createdAt"":""2020-07-07T17:40:33Z""},{""createdAt"":""2020-07-23T05:01:12Z""},{""createdAt"":""2020-08-13T16:34:01Z""},{""createdAt"":""2020-08-11T21:20:21Z""},{""createdAt"":""2020-07-31T20:27:36Z""},{""createdAt"":""2020-08-15T05:35:36Z""},{""createdAt"":""2020-08-23T22:33:47Z""},{""createdAt"":""2020-09-30T05:09:09Z""},{""createdAt"":""2020-11-01T23:18:44Z""},{""createdAt"":""2020-11-16T00:08:02Z""},{""createdAt"":""2021-01-16T23:12:48Z""},{""createdAt"":""2021-01-22T16:48:19Z""},{""createdAt"":""2021-01-31T23:12:59Z""},{""createdAt"":""2021-05-09T00:04:56Z""},{""createdAt"":""2021-05-31T07:03:11Z""},{""createdAt"":""2021-07-02T06:05:42Z""},{""createdAt"":""2021-07-04T16:59:40Z""}]",478,1940
google/grafika,https://github.com/google/grafika,2013-12-19T18:36:53Z,5312,grafika,2021-09-07T12:44:34Z,Java,5,1,"[{""createdAt"":""2014-05-22T18:30:51Z""}]",47,53
amitshekhariitbhu/Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,2016-03-21T18:35:44Z,5295,Fast-Android-Networking,2021-09-07T08:19:25Z,Java,23,8,"[{""createdAt"":""2016-06-03T02:49:57Z""},{""createdAt"":""2016-07-31T10:12:06Z""},{""createdAt"":""2016-09-15T19:37:33Z""},{""createdAt"":""2016-11-07T06:09:33Z""},{""createdAt"":""2017-02-01T13:00:12Z""},{""createdAt"":""2017-03-19T05:01:22Z""},{""createdAt"":""2017-12-20T17:55:32Z""},{""createdAt"":""2018-07-10T08:10:11Z""}]",214,312
lucasr/twoway-view,https://github.com/lucasr/twoway-view,2013-01-18T20:55:23Z,5272,twoway-view,2021-08-31T13:03:56Z,Java,11,0,[],149,92nameWithOwner,url,createdAt,stargazerCount,name,updatedAt,primaryLanguage.name,pullRequests.totalCount,releases.totalCount,releases.nodes,open.totalCount,closed.totalCount
XRecyclerView/XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,2015-11-18T08:14:22Z,5262,XRecyclerView,2021-09-07T12:32:44Z,Java,8,0,[],238,144
hanks-zyh/HTextView,https://github.com/hanks-zyh/HTextView,2015-12-19T16:34:59Z,5258,HTextView,2021-09-07T18:24:25Z,Java,14,0,[],38,58
MindorksOpenSource/from-java-to-kotlin,https://github.com/MindorksOpenSource/from-java-to-kotlin,2017-05-21T11:56:27Z,5249,from-java-to-kotlin,2021-09-07T15:05:45Z,Java,48,0,[],4,6
yixia/VitamioBundle,https://github.com/yixia/VitamioBundle,2012-10-19T08:40:49Z,5233,VitamioBundle,2021-09-03T09:04:19Z,Java,7,0,[],293,186
commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus,2012-03-12T14:12:06Z,5229,cw-omnibus,2021-09-07T19:51:00Z,Java,3,36,"[{""createdAt"":""2014-02-18T18:51:41Z""},{""createdAt"":""2014-03-27T21:14:16Z""},{""createdAt"":""2014-04-28T11:48:44Z""},{""createdAt"":""2014-07-01T19:48:57Z""},{""createdAt"":""2014-09-03T13:03:37Z""},{""createdAt"":""2014-10-14T11:52:15Z""},{""createdAt"":""2014-11-17T12:26:18Z""},{""createdAt"":""2014-12-18T16:32:01Z""},{""createdAt"":""2015-01-20T15:36:37Z""},{""createdAt"":""2015-03-02T20:16:30Z""},{""createdAt"":""2015-04-16T11:35:12Z""},{""createdAt"":""2015-06-15T18:41:09Z""},{""createdAt"":""2015-08-24T14:15:04Z""},{""createdAt"":""2015-10-26T12:12:48Z""},{""createdAt"":""2015-12-15T12:42:41Z""},{""createdAt"":""2016-02-08T13:44:27Z""},{""createdAt"":""2016-03-21T12:56:40Z""},{""createdAt"":""2016-05-02T14:11:24Z""},{""createdAt"":""2016-06-13T12:31:21Z""},{""createdAt"":""2016-07-21T18:10:11Z""},{""createdAt"":""2016-08-22T12:06:01Z""},{""createdAt"":""2016-10-10T12:47:44Z""},{""createdAt"":""2017-01-09T13:35:13Z""},{""createdAt"":""2017-02-13T12:54:04Z""},{""createdAt"":""2017-03-20T19:31:02Z""},{""createdAt"":""2017-04-17T20:49:17Z""},{""createdAt"":""2017-06-05T13:22:22Z""},{""createdAt"":""2017-08-07T14:06:06Z""},{""createdAt"":""2017-11-06T12:16:02Z""},{""createdAt"":""2017-12-18T14:17:00Z""},{""createdAt"":""2018-02-26T12:35:46Z""},{""createdAt"":""2018-03-26T11:24:09Z""},{""createdAt"":""2018-06-04T11:30:24Z""},{""createdAt"":""2018-08-13T11:40:32Z""},{""createdAt"":""2019-02-09T23:04:10Z""},{""createdAt"":""2019-02-09T23:03:56Z""}]",0,0
Alluxio/alluxio,https://github.com/Alluxio/alluxio,2012-12-21T17:43:46Z,5220,alluxio,2021-09-07T21:01:43Z,Java,10890,48,"[{""createdAt"":""2013-04-11T03:53:07Z""},{""createdAt"":""2013-04-27T02:15:45Z""},{""createdAt"":""2012-12-23T06:39:42Z""},{""createdAt"":""2013-10-22T19:12:10Z""},{""createdAt"":""2014-02-03T17:10:47Z""},{""createdAt"":""2014-02-26T16:53:11Z""},{""createdAt"":""2014-07-20T02:39:32Z""},{""createdAt"":""2015-02-11T05:23:21Z""},{""createdAt"":""2015-03-17T21:28:37Z""},{""createdAt"":""2015-04-01T02:09:02Z""},{""createdAt"":""2015-04-03T05:23:48Z""},{""createdAt"":""2015-04-16T21:27:12Z""},{""createdAt"":""2015-07-18T07:34:29Z""},{""createdAt"":""2015-08-11T21:00:34Z""},{""createdAt"":""2015-10-21T09:40:07Z""},{""createdAt"":""2015-11-11T22:44:29Z""},{""createdAt"":""2016-02-23T08:55:31Z""},{""createdAt"":""2016-03-28T07:49:43Z""},{""createdAt"":""2016-06-04T22:51:01Z""},{""createdAt"":""2016-07-07T05:56:43Z""},{""createdAt"":""2016-07-16T07:24:45Z""},{""createdAt"":""2016-10-07T07:10:27Z""},{""createdAt"":""2017-01-13T04:13:47Z""},{""createdAt"":""2017-06-12T05:51:33Z""},{""createdAt"":""2017-09-23T01:21:26Z""},{""createdAt"":""2017-10-30T23:46:55Z""},{""createdAt"":""2018-01-16T00:25:00Z""},{""createdAt"":""2018-03-27T19:20:38Z""},{""createdAt"":""2018-07-03T05:39:53Z""},{""createdAt"":""2018-09-27T01:31:59Z""},{""createdAt"":""2019-06-27T00:39:40Z""},{""createdAt"":""2019-07-31T19:37:16Z""},{""createdAt"":""2019-08-23T01:32:59Z""},{""createdAt"":""2019-11-01T05:06:03Z""},{""createdAt"":""2019-12-18T00:56:13Z""},{""createdAt"":""2020-02-01T06:40:49Z""},{""createdAt"":""2020-03-10T00:02:47Z""},{""createdAt"":""2020-05-08T07:13:17Z""},{""createdAt"":""2020-06-22T21:14:46Z""},{""createdAt"":""2020-06-29T18:35:31Z""},{""createdAt"":""2020-10-17T17:43:29Z""},{""createdAt"":""2020-11-20T00:16:02Z""},{""createdAt"":""2021-03-13T00:06:17Z""},{""createdAt"":""2021-03-23T05:51:56Z""},{""createdAt"":""2021-04-15T05:08:45Z""},{""createdAt"":""2021-05-08T18:37:15Z""},{""createdAt"":""2021-06-17T00:34:21Z""},{""createdAt"":""2021-08-06T03:23:12Z""}]",474,766
testcontainers/testcontainers-java,https://github.com/testcontainers/testcontainers-java,2015-04-12T12:44:59Z,5208,testcontainers-java,2021-09-07T11:12:00Z,Java,1925,51,"[{""createdAt"":""2017-06-22T22:19:25Z""},{""createdAt"":""2017-07-09T19:46:29Z""},{""createdAt"":""2017-07-10T11:03:30Z""},{""createdAt"":""2017-07-25T10:09:22Z""},{""createdAt"":""2017-10-14T12:05:46Z""},{""createdAt"":""2017-12-12T19:52:01Z""},{""createdAt"":""2017-12-19T12:27:34Z""},{""createdAt"":""2018-01-29T08:04:21Z""},{""createdAt"":""2018-04-07T17:29:23Z""},{""createdAt"":""2018-04-19T19:36:12Z""},{""createdAt"":""2018-04-30T16:09:01Z""},{""createdAt"":""2018-05-16T09:00:24Z""},{""createdAt"":""2018-06-14T12:44:11Z""},{""createdAt"":""2018-07-10T21:05:47Z""},{""createdAt"":""2018-07-31T07:20:56Z""},{""createdAt"":""2018-08-05T20:28:20Z""},{""createdAt"":""2018-09-09T12:08:09Z""},{""createdAt"":""2018-09-20T20:04:35Z""},{""createdAt"":""2018-09-23T19:56:29Z""},{""createdAt"":""2018-09-25T09:10:01Z""},{""createdAt"":""2018-11-05T22:22:42Z""},{""createdAt"":""2018-11-07T22:30:11Z""},{""createdAt"":""2018-11-26T19:41:19Z""},{""createdAt"":""2018-12-13T13:07:07Z""},{""createdAt"":""2018-12-29T08:42:57Z""},{""createdAt"":""2019-01-02T13:35:58Z""},{""createdAt"":""2019-01-29T16:33:13Z""},{""createdAt"":""2019-03-12T22:17:19Z""},{""createdAt"":""2019-03-22T20:25:30Z""},{""createdAt"":""2019-03-24T21:16:19Z""},{""createdAt"":""2019-04-15T20:00:07Z""},{""createdAt"":""2019-05-21T20:10:09Z""},{""createdAt"":""2019-07-06T21:32:24Z""},{""createdAt"":""2019-07-24T08:19:38Z""},{""createdAt"":""2019-09-08T08:00:20Z""},{""createdAt"":""2019-09-26T07:06:31Z""},{""createdAt"":""2019-10-26T08:35:38Z""},{""createdAt"":""2019-11-29T10:59:54Z""},{""createdAt"":""2020-01-22T22:02:44Z""},{""createdAt"":""2020-03-05T15:09:56Z""},{""createdAt"":""2020-04-13T15:39:01Z""},{""createdAt"":""2020-04-23T12:45:07Z""},{""createdAt"":""2020-05-15T13:14:28Z""},{""createdAt"":""2020-05-29T13:02:06Z""},{""createdAt"":""2020-07-19T18:43:10Z""},{""createdAt"":""2020-09-29T10:02:01Z""},{""createdAt"":""2020-11-05T20:12:57Z""},{""createdAt"":""2020-12-11T14:16:05Z""},{""createdAt"":""2021-02-10T15:38:38Z""},{""createdAt"":""2021-04-12T11:36:29Z""},{""createdAt"":""2021-07-20T12:54:46Z""}]",309,1197
scribejava/scribejava,https://github.com/scribejava/scribejava,2010-09-05T19:11:40Z,5207,scribejava,2021-09-05T21:00:56Z,Java,138,7,"[{""createdAt"":""2020-08-04T13:34:09Z""},{""createdAt"":""2020-09-08T15:56:11Z""},{""createdAt"":""2020-11-10T09:13:32Z""},{""createdAt"":""2020-12-30T08:55:17Z""},{""createdAt"":""2021-04-13T16:18:28Z""},{""createdAt"":""2021-04-19T11:15:13Z""},{""createdAt"":""2021-05-11T13:25:53Z""}]",15,581
square/otto,https://github.com/square/otto,2012-06-27T19:06:49Z,5207,otto,2021-09-04T15:19:10Z,Java,58,0,[],13,102
h2pl/Java-Tutorial,https://github.com/h2pl/Java-Tutorial,2018-05-01T15:57:21Z,5204,Java-Tutorial,2021-09-07T02:44:42Z,Java,7,0,[],24,8
pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,2013-10-08T18:27:11Z,5201,pentaho-kettle,2021-09-07T14:33:58Z,Java,7198,1,"[{""createdAt"":""2015-01-05T19:15:15Z""}]",0,0
changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction,2015-12-05T04:27:53Z,5195,tcc-transaction,2021-09-06T10:16:29Z,Java,12,1,"[{""createdAt"":""2021-05-30T00:38:56Z""}]",2,285
Clans/FloatingActionButton,https://github.com/Clans/FloatingActionButton,2015-03-21T12:36:16Z,5190,FloatingActionButton,2021-09-07T02:54:17Z,Java,28,14,"[{""createdAt"":""2015-03-29T20:59:05Z""},{""createdAt"":""2015-04-08T20:35:32Z""},{""createdAt"":""2015-04-15T20:24:00Z""},{""createdAt"":""2015-05-09T18:27:46Z""},{""createdAt"":""2015-06-21T12:42:08Z""},{""createdAt"":""2015-06-22T19:29:01Z""},{""createdAt"":""2015-06-24T18:39:09Z""},{""createdAt"":""2015-07-10T19:56:09Z""},{""createdAt"":""2015-07-18T12:40:49Z""},{""createdAt"":""2015-08-24T19:11:33Z""},{""createdAt"":""2015-09-13T08:28:26Z""},{""createdAt"":""2015-11-22T11:44:32Z""},{""createdAt"":""2016-04-11T08:07:58Z""},{""createdAt"":""2016-05-28T08:31:25Z""}]",204,199
apache/incubator-shenyu,https://github.com/apache/incubator-shenyu,2018-07-11T08:17:45Z,5184,incubator-shenyu,2021-09-07T12:31:16Z,Java,959,3,"[{""createdAt"":""2020-09-20T08:26:05Z""},{""createdAt"":""2021-04-02T09:48:12Z""},{""createdAt"":""2021-07-30T12:18:11Z""}]",78,820
apache/dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,2018-01-18T12:10:50Z,5177,dubbo-spring-boot-project,2021-09-07T06:35:39Z,Java,174,13,"[{""createdAt"":""2018-06-21T13:35:45Z""},{""createdAt"":""2018-06-21T12:45:45Z""},{""createdAt"":""2019-01-14T09:54:52Z""},{""createdAt"":""2019-01-14T10:08:11Z""},{""createdAt"":""2019-02-01T09:31:30Z""},{""createdAt"":""2019-03-28T06:17:12Z""},{""createdAt"":""2019-08-06T02:59:51Z""},{""createdAt"":""2019-10-29T08:57:31Z""},{""createdAt"":""2019-12-31T02:00:16Z""},{""createdAt"":""2020-04-01T14:07:17Z""},{""createdAt"":""2020-05-28T06:06:11Z""},{""createdAt"":""2020-08-03T03:23:38Z""},{""createdAt"":""2021-03-12T13:38:40Z""}]",39,532
graphql-java/graphql-java,https://github.com/graphql-java/graphql-java,2015-07-06T06:52:20Z,5171,graphql-java,2021-09-07T12:09:18Z,Java,1072,38,"[{""createdAt"":""2015-07-18T15:41:39Z""},{""createdAt"":""2015-07-29T06:39:10Z""},{""createdAt"":""2015-10-20T22:25:29Z""},{""createdAt"":""2016-02-20T09:34:01Z""},{""createdAt"":""2016-09-01T05:54:48Z""},{""createdAt"":""2016-10-26T16:04:11Z""},{""createdAt"":""2016-12-23T16:17:10Z""},{""createdAt"":""2017-04-06T07:11:19Z""},{""createdAt"":""2017-05-19T19:20:31Z""},{""createdAt"":""2017-08-29T06:53:17Z""},{""createdAt"":""2017-08-30T12:59:10Z""},{""createdAt"":""2017-09-11T11:37:06Z""},{""createdAt"":""2017-10-08T04:26:52Z""},{""createdAt"":""2017-11-03T07:53:59Z""},{""createdAt"":""2018-01-09T06:37:13Z""},{""createdAt"":""2018-03-23T03:25:43Z""},{""createdAt"":""2018-06-05T05:41:18Z""},{""createdAt"":""2018-07-04T08:06:48Z""},{""createdAt"":""2018-07-13T04:56:23Z""},{""createdAt"":""2018-08-30T23:20:36Z""},{""createdAt"":""2018-09-03T01:07:26Z""},{""createdAt"":""2018-10-03T07:13:03Z""},{""createdAt"":""2018-10-18T09:49:59Z""},{""createdAt"":""2019-03-12T01:00:59Z""},{""createdAt"":""2019-03-11T22:34:46Z""},{""createdAt"":""2019-06-12T04:47:24Z""},{""createdAt"":""2019-06-12T02:28:26Z""},{""createdAt"":""2020-01-17T02:37:39Z""},{""createdAt"":""2020-01-17T02:37:39Z""},{""createdAt"":""2020-05-28T05:52:45Z""},{""createdAt"":""2020-05-29T04:06:52Z""},{""createdAt"":""2020-11-15T23:59:10Z""},{""createdAt"":""2020-11-24T22:04:36Z""},{""createdAt"":""2021-02-02T04:17:04Z""},{""createdAt"":""2021-07-19T23:59:10Z""},{""createdAt"":""2021-08-03T07:40:51Z""},{""createdAt"":""2021-08-09T23:26:37Z""},{""createdAt"":""2021-08-27T03:42:26Z""}]",61,978
